"","x","y","Regions","Species.richness","Phylogenetic.diversity","Functional.diversity","Functional.Phylognetic.diversity"
"1445",2950000,-750000,12,0.217391304347826,0.493726148464453,0.921178197731654,1.86576749195202
"1446",3050000,-750000,12,0.246376811594203,0.520519102347265,0.933079880485561,1.79259488514036
"1447",3150000,-750000,12,0.260869565217391,0.626821574016281,0.937579402247863,1.49576760136132
"1448",3250000,-750000,12,0.246376811594203,0.627144827722998,0.889253392417106,1.41793945051856
"1449",3350000,-750000,12,0.231884057971014,0.620258465330717,0.888770306216486,1.43290314585646
"1450",3450000,-750000,12,NA,NA,NA,NA
"1451",3550000,-750000,12,NA,NA,NA,NA
"1452",3650000,-750000,12,NA,NA,NA,NA
"1453",3750000,-750000,12,NA,NA,NA,NA
"1454",3850000,-750000,12,NA,NA,NA,NA
"1455",3950000,-750000,12,NA,NA,NA,NA
"1456",4050000,-750000,12,NA,NA,NA,NA
"1457",4150000,-750000,12,NA,NA,NA,NA
"1458",4250000,-750000,12,NA,NA,NA,NA
"1459",4350000,-750000,12,NA,NA,NA,NA
"1460",4450000,-750000,12,NA,NA,NA,NA
"1461",4550000,-750000,12,NA,NA,NA,NA
"1462",4650000,-750000,12,NA,NA,NA,NA
"1463",-3350000,-850000,3,NA,NA,NA,NA
"1464",-3250000,-850000,3,NA,NA,NA,NA
"1465",-3150000,-850000,3,NA,NA,NA,NA
"1466",-3050000,-850000,3,NA,NA,NA,NA
"1467",-2950000,-850000,3,NA,NA,NA,NA
"1468",-2850000,-850000,3,NA,NA,NA,NA
"1469",-2750000,-850000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1470",-2650000,-850000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1471",-2550000,-850000,3,0.188405797101449,0.430306965416564,0.83887903296346,1.94948978376721
"1472",-2450000,-850000,3,0.173913043478261,0.394322030246813,0.823812715391717,2.08918764918125
"1473",-2350000,-850000,3,0.202898550724638,0.395189259764093,0.825531434357771,2.08895210069871
"1474",-2250000,-850000,3,0.217391304347826,0.420313793755592,0.840597751929013,1.99992901593378
"1475",-2150000,-850000,3,0.260869565217391,0.426399207836412,0.845057345690371,1.9818454869517
"1476",-2050000,-850000,3,0.246376811594203,0.426065813895211,0.844756388924658,1.98268990699269
"1477",-1950000,-850000,3,0.260869565217391,0.43876895277401,0.848980959381827,1.93491575466849
"1478",-1850000,-850000,3,0.260869565217391,0.439210472968104,0.848980959381927,1.93297066357428
"1479",-1750000,-850000,3,0.246376811594203,0.423733532488037,0.836751245217879,1.97471094700654
"1480",-1650000,-850000,3,0.231884057971014,0.379860422973359,0.829939754068892,2.18485449885128
"1481",1550000,-850000,3,0.0869565217391304,0.327754501780293,0.770184443948696,2.34988212142082
"1482",1650000,-850000,3,0.115942028985507,0.348278364510247,0.795049750070922,2.28279971162989
"1483",1750000,-850000,3,0.0869565217391304,0.317519987378858,0.509787459292675,1.6055287212027
"1484",1850000,-850000,3,0.0869565217391304,0.317519987378858,0.509787459292675,1.6055287212027
"1485",1950000,-850000,3,0.115942028985507,0.350378556004449,0.774110553256151,2.20935482491777
"1486",2050000,-850000,3,0.130434782608696,0.354571531264432,0.775303630987384,2.18659300768616
"1487",2150000,-850000,3,0.144927536231884,0.355793376005691,0.799200338009277,2.24624850237935
"1488",2350000,-850000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1489",2450000,-850000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1490",2550000,-850000,12,0.217391304347826,0.434578045103197,0.895781946954544,2.06126829702551
"1491",2650000,-850000,12,0.202898550724638,0.443824513968745,0.885758479772298,1.9957403250481
"1492",2750000,-850000,12,0.217391304347826,0.459641498148059,0.901951745575946,1.96229398174446
"1493",2850000,-850000,12,0.217391304347826,0.467437232159176,0.922890942390549,1.97436335596878
"1494",2950000,-850000,12,0.246376811594203,0.520519102347265,0.933079880485561,1.79259488514036
"1495",3050000,-850000,12,0.27536231884058,0.638989609753167,0.938202477964576,1.46825936391515
"1496",3150000,-850000,12,0.231884057971014,0.603488213963378,0.888770306216486,1.47272189522896
"1497",3250000,-850000,12,0.231884057971014,0.620258465330717,0.888770306216486,1.43290314585646
"1498",3350000,-850000,12,NA,NA,NA,NA
"1499",3450000,-850000,12,NA,NA,NA,NA
"1500",3550000,-850000,12,NA,NA,NA,NA
"1501",3650000,-850000,12,NA,NA,NA,NA
"1502",3750000,-850000,12,NA,NA,NA,NA
"1503",3850000,-850000,12,NA,NA,NA,NA
"1504",3950000,-850000,12,NA,NA,NA,NA
"1505",4050000,-850000,12,NA,NA,NA,NA
"1506",4150000,-850000,12,NA,NA,NA,NA
"1507",4250000,-850000,12,NA,NA,NA,NA
"1508",4350000,-850000,12,NA,NA,NA,NA
"1509",4450000,-850000,12,NA,NA,NA,NA
"1510",4550000,-850000,12,NA,NA,NA,NA
"1511",4650000,-850000,12,NA,NA,NA,NA
"1512",-3350000,-950000,3,NA,NA,NA,NA
"1513",-3250000,-950000,3,NA,NA,NA,NA
"1514",-3150000,-950000,3,NA,NA,NA,NA
"1515",-3050000,-950000,3,NA,NA,NA,NA
"1516",-2950000,-950000,3,NA,NA,NA,NA
"1517",-2850000,-950000,3,NA,NA,NA,NA
"1518",-2750000,-950000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1519",-2650000,-950000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1520",-2550000,-950000,3,0.188405797101449,0.430306965416564,0.83887903296346,1.94948978376721
"1521",-2450000,-950000,3,0.173913043478261,0.394322030246813,0.823812715391717,2.08918764918125
"1522",-2350000,-950000,3,0.202898550724638,0.395189259764093,0.825531434357771,2.08895210069871
"1523",-2250000,-950000,3,0.217391304347826,0.420313793755592,0.840597751929013,1.99992901593378
"1524",-2150000,-950000,3,0.260869565217391,0.426399207836412,0.845057345690371,1.9818454869517
"1525",-2050000,-950000,3,0.246376811594203,0.426065813895211,0.844756388924658,1.98268990699269
"1526",-1950000,-950000,3,0.246376811594203,0.426065813895211,0.844756388924658,1.98268990699269
"1527",-1850000,-950000,3,0.260869565217391,0.439210472968104,0.848980959381927,1.93297066357428
"1528",-1750000,-950000,3,0.260869565217391,0.439210472968104,0.848980959381927,1.93297066357428
"1529",-1650000,-950000,3,0.260869565217391,0.426930180860228,0.843175865401967,1.97497366830108
"1530",1450000,-950000,3,0.0869565217391304,0.327754501780293,0.770184443948696,2.34988212142082
"1531",1550000,-950000,3,0.101449275362319,0.331448668427873,0.794081150965345,2.39578923255849
"1532",1650000,-950000,3,0.101449275362319,0.331448668427873,0.794081150965345,2.39578923255849
"1533",1750000,-950000,3,0.115942028985507,0.348278364510247,0.795049750070922,2.28279971162989
"1534",2050000,-950000,3,0.130434782608696,0.354571531264432,0.775303630987384,2.18659300768616
"1535",2350000,-950000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1536",2450000,-950000,3,0.217391304347826,0.434578045103197,0.895781946954544,2.06126829702551
"1537",2550000,-950000,12,0.217391304347826,0.447146550204206,0.886951557503893,1.98358134955717
"1538",2650000,-950000,12,0.202898550724638,0.457269791110949,0.897986963411201,1.96380119760266
"1539",2750000,-950000,12,0.246376811594203,0.492770475302922,0.934966994874998,1.89736812924971
"1540",2850000,-950000,12,0.246376811594203,0.527425935625482,0.930083697426393,1.76343944164102
"1541",2950000,-950000,12,0.260869565217391,0.582544302472387,0.936783355408318,1.60808946449652
"1542",3050000,-950000,12,0.246376811594203,0.627144827722998,0.889253392417106,1.41793945051856
"1543",3150000,-950000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1544",3250000,-950000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1545",3350000,-950000,12,NA,NA,NA,NA
"1546",3450000,-950000,12,NA,NA,NA,NA
"1547",3550000,-950000,12,NA,NA,NA,NA
"1548",3650000,-950000,12,NA,NA,NA,NA
"1549",3750000,-950000,12,NA,NA,NA,NA
"1550",3850000,-950000,12,NA,NA,NA,NA
"1551",3950000,-950000,12,NA,NA,NA,NA
"1552",4050000,-950000,12,NA,NA,NA,NA
"1553",4150000,-950000,12,NA,NA,NA,NA
"1554",4250000,-950000,12,NA,NA,NA,NA
"1555",4350000,-950000,12,NA,NA,NA,NA
"1556",4450000,-950000,12,NA,NA,NA,NA
"1557",4550000,-950000,12,NA,NA,NA,NA
"1558",4650000,-950000,12,NA,NA,NA,NA
"1559",-3350000,-1050000,3,NA,NA,NA,NA
"1560",-3250000,-1050000,3,NA,NA,NA,NA
"1561",-3150000,-1050000,3,NA,NA,NA,NA
"1562",-3050000,-1050000,3,NA,NA,NA,NA
"1563",-2950000,-1050000,3,NA,NA,NA,NA
"1564",-2850000,-1050000,3,NA,NA,NA,NA
"1565",-2750000,-1050000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1566",-2650000,-1050000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1567",-2550000,-1050000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1568",-2450000,-1050000,3,0.173913043478261,0.394322030246813,0.823812715391717,2.08918764918125
"1569",-2350000,-1050000,3,0.188405797101449,0.394857374091134,0.825005793123311,2.08937668955094
"1570",-2250000,-1050000,3,0.217391304347826,0.420313793755592,0.840597751929013,1.99992901593378
"1571",-2150000,-1050000,3,0.246376811594203,0.424412987827897,0.845057343437253,1.99112036547744
"1572",-2050000,-1050000,3,0.260869565217391,0.426399207836412,0.845057345690371,1.9818454869517
"1573",-1950000,-1050000,3,0.246376811594203,0.426065813895211,0.844756388924658,1.98268990699269
"1574",-1850000,-1050000,3,0.260869565217391,0.43876895277401,0.848980959381827,1.93491575466849
"1575",-1750000,-1050000,3,0.260869565217391,0.439210472968104,0.848980959381927,1.93297066357428
"1576",-1650000,-1050000,3,0.260869565217391,0.426930180860228,0.843175865401967,1.97497366830108
"1577",-1550000,-1050000,3,0.246376811594203,0.414762145123342,0.832762946883578,2.00780846727449
"1578",1550000,-1050000,3,0.144927536231884,0.338684978843954,0.798429212299791,2.35743910174316
"1579",1650000,-1050000,3,0.144927536231884,0.338684978843954,0.798429212299791,2.35743910174316
"1580",1750000,-1050000,3,0.130434782608696,0.338684661849152,0.798231738903701,2.35685824845304
"1581",2150000,-1050000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1582",2250000,-1050000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1583",2350000,-1050000,3,0.202898550724638,0.433435586006044,0.8957807164294,2.06669859455635
"1584",2450000,-1050000,12,0.231884057971014,0.448368394945465,0.910848264525786,2.03147294678647
"1585",2550000,-1050000,12,0.231884057971014,0.464642488385853,0.903799849601522,1.94515110475859
"1586",2650000,-1050000,12,0.217391304347826,0.478410058994712,0.907105505688889,1.89608368100579
"1587",2750000,-1050000,12,0.27536231884058,0.521896043708332,0.939985794707181,1.80109775891021
"1588",2850000,-1050000,12,0.260869565217391,0.582544302472387,0.936783355408318,1.60808946449652
"1589",2950000,-1050000,12,0.246376811594203,0.637621260350495,0.927166483729975,1.45410220986095
"1590",3050000,-1050000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1591",3150000,-1050000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1592",3250000,-1050000,12,NA,NA,NA,NA
"1593",3350000,-1050000,12,NA,NA,NA,NA
"1594",3450000,-1050000,12,NA,NA,NA,NA
"1595",3550000,-1050000,12,NA,NA,NA,NA
"1596",3650000,-1050000,12,NA,NA,NA,NA
"1597",3750000,-1050000,12,NA,NA,NA,NA
"1598",3850000,-1050000,12,NA,NA,NA,NA
"1599",3950000,-1050000,12,NA,NA,NA,NA
"1600",4050000,-1050000,12,NA,NA,NA,NA
"1601",4150000,-1050000,12,NA,NA,NA,NA
"1602",4250000,-1050000,12,NA,NA,NA,NA
"1603",4350000,-1050000,12,NA,NA,NA,NA
"1604",4450000,-1050000,12,NA,NA,NA,NA
"1605",4550000,-1050000,12,NA,NA,NA,NA
"1606",4650000,-1050000,12,NA,NA,NA,NA
"1607",-3350000,-1150000,3,NA,NA,NA,NA
"1608",-3250000,-1150000,3,NA,NA,NA,NA
"1609",-3150000,-1150000,3,NA,NA,NA,NA
"1610",-3050000,-1150000,3,NA,NA,NA,NA
"1611",-2950000,-1150000,3,NA,NA,NA,NA
"1612",-2850000,-1150000,3,NA,NA,NA,NA
"1613",-2750000,-1150000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1614",-2650000,-1150000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1615",-2550000,-1150000,3,0.173913043478261,0.42813803847846,0.838584859274753,1.95867870618308
"1616",-2450000,-1150000,3,0.173913043478261,0.394322030246813,0.823812715391717,2.08918764918125
"1617",-2350000,-1150000,3,0.188405797101449,0.394857374091134,0.825005793123311,2.08937668955094
"1618",-2250000,-1150000,3,0.202898550724638,0.395189259764093,0.825531434357771,2.08895210069871
"1619",-2150000,-1150000,3,0.231884057971014,0.399288453836399,0.844263114062219,2.11441905206741
"1620",-2050000,-1150000,3,0.246376811594203,0.424412987827897,0.845057343437253,1.99112036547744
"1621",-1950000,-1150000,3,0.246376811594203,0.424412987827897,0.845057343437253,1.99112036547744
"1622",-1850000,-1150000,3,0.260869565217391,0.432950698953527,0.845317133982795,1.95245587090167
"1623",-1750000,-1150000,3,0.27536231884058,0.442407121340295,0.855405579566014,1.93352579175154
"1624",-1650000,-1150000,3,0.260869565217391,0.426930180860228,0.843175865401967,1.97497366830108
"1625",-1550000,-1150000,3,0.246376811594203,0.41996608620391,0.839510503268968,1.99899594478529
"1626",1650000,-1150000,3,0.144927536231884,0.338684978843954,0.798429212299791,2.35743910174316
"1627",1750000,-1150000,3,0.130434782608696,0.338684661849152,0.798231738903701,2.35685824845304
"1628",2050000,-1150000,3,0.188405797101449,0.429741419358463,0.89282320622226,2.07758239258181
"1629",2150000,-1150000,3,0.202898550724638,0.432546381765334,0.8957807164294,2.07094719593651
"1630",2250000,-1150000,12,0.217391304347826,0.434578045103197,0.895781946954544,2.06126829702551
"1631",2350000,-1150000,12,0.231884057971014,0.450387392647045,0.915466842459367,2.0326209334567
"1632",2450000,-1150000,12,0.217391304347826,0.4526923679954,0.896865933151171,1.98118191636994
"1633",2550000,-1150000,12,0.246376811594203,0.493101901620894,0.911156936940641,1.84780657698854
"1634",2650000,-1150000,12,0.231884057971014,0.49107023828303,0.911155706415496,1.855448844958
"1635",2750000,-1150000,12,0.27536231884058,0.619887859244456,0.939915222623471,1.51626654499908
"1636",2850000,-1150000,12,0.27536231884058,0.641180467094695,0.923619246593854,1.44049810309871
"1637",2950000,-1150000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1638",3050000,-1150000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1639",3150000,-1150000,12,0.217391304347826,0.598792708912625,0.873703988645144,1.45910926375797
"1640",3250000,-1150000,12,NA,NA,NA,NA
"1641",3350000,-1150000,12,NA,NA,NA,NA
"1642",3450000,-1150000,12,NA,NA,NA,NA
"1643",3550000,-1150000,12,NA,NA,NA,NA
"1644",3650000,-1150000,12,NA,NA,NA,NA
"1645",3750000,-1150000,12,NA,NA,NA,NA
"1646",3850000,-1150000,12,NA,NA,NA,NA
"1647",3950000,-1150000,12,NA,NA,NA,NA
"1648",4050000,-1150000,12,NA,NA,NA,NA
"1649",4150000,-1150000,12,NA,NA,NA,NA
"1650",4250000,-1150000,12,NA,NA,NA,NA
"1651",4350000,-1150000,12,NA,NA,NA,NA
"1652",4450000,-1150000,12,NA,NA,NA,NA
"1653",4550000,-1150000,12,NA,NA,NA,NA
"1654",4650000,-1150000,12,NA,NA,NA,NA
"1655",-3350000,-1250000,3,NA,NA,NA,NA
"1656",-3250000,-1250000,3,NA,NA,NA,NA
"1657",-3150000,-1250000,3,NA,NA,NA,NA
"1658",-3050000,-1250000,3,NA,NA,NA,NA
"1659",-2950000,-1250000,3,NA,NA,NA,NA
"1660",-2850000,-1250000,3,NA,NA,NA,NA
"1661",-2750000,-1250000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1662",-2650000,-1250000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1663",-2550000,-1250000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1664",-2450000,-1250000,3,0.188405797101449,0.407025169125613,0.83887903296348,2.06100039161115
"1665",-2350000,-1250000,3,0.188405797101449,0.394857374091134,0.825005793123311,2.08937668955094
"1666",-2250000,-1250000,3,0.188405797101449,0.394857374091134,0.825005793123311,2.08937668955094
"1667",-2150000,-1250000,3,0.217391304347826,0.39818344039615,0.840597751929019,2.11108164390943
"1668",-2050000,-1250000,3,0.231884057971014,0.399288453836399,0.844263114062219,2.11441905206741
"1669",-1950000,-1250000,3,0.246376811594203,0.435273389006149,0.848487684519367,1.94932129082529
"1670",-1850000,-1250000,3,0.27536231884058,0.468484008737518,0.849881999922721,1.81411101354986
"1671",-1750000,-1250000,3,0.318840579710145,0.522865443084671,0.901742084373322,1.72461595291792
"1672",-1650000,-1250000,3,0.304347826086957,0.491987785183552,0.891485025334295,1.81200642004089
"1673",-1550000,-1250000,3,0.260869565217391,0.43626632776008,0.839720615138918,1.92478896881703
"1674",-1050000,-1250000,3,0.101449275362319,0.291771841170509,0.775506157540915,2.65791981306283
"1675",1950000,-1250000,3,0.202898550724638,0.446181470700665,0.907889523794004,2.03479880589459
"1676",2050000,-1250000,3,0.217391304347826,0.448986433107536,0.910847034001144,2.02867384588208
"1677",2150000,-1250000,12,0.246376811594203,0.462877917099093,0.920883260122966,1.98947330625372
"1678",2250000,-1250000,12,0.231884057971014,0.478326245329078,0.902057872188751,1.88586321782982
"1679",2350000,-1250000,12,0.217391304347826,0.461860856211986,0.901089273083175,1.95099727756446
"1680",2450000,-1250000,12,0.246376811594203,0.565259752110714,0.912574828971754,1.6144344711686
"1681",2550000,-1250000,12,0.246376811594203,0.565259752110714,0.912574828971754,1.6144344711686
"1682",2650000,-1250000,12,0.260869565217391,0.600048268202844,0.937579402247863,1.56250663810085
"1683",2750000,-1250000,12,0.260869565217391,0.600048268202844,0.937579402247863,1.56250663810085
"1684",2850000,-1250000,12,0.246376811594203,0.59048971236397,0.92251308467652,1.56228477035328
"1685",2950000,-1250000,12,0.231884057971014,0.618324404312569,0.875367828650598,1.41570965426118
"1686",3050000,-1250000,12,0.231884057971014,0.618324404312569,0.875367828650598,1.41570965426118
"1687",3150000,-1250000,12,NA,NA,NA,NA
"1688",3250000,-1250000,12,NA,NA,NA,NA
"1689",3350000,-1250000,12,NA,NA,NA,NA
"1690",3450000,-1250000,12,NA,NA,NA,NA
"1691",3550000,-1250000,12,NA,NA,NA,NA
"1692",3650000,-1250000,12,NA,NA,NA,NA
"1693",3750000,-1250000,12,NA,NA,NA,NA
"1694",3850000,-1250000,12,NA,NA,NA,NA
"1695",3950000,-1250000,12,NA,NA,NA,NA
"1696",4050000,-1250000,12,NA,NA,NA,NA
"1697",4150000,-1250000,12,NA,NA,NA,NA
"1698",4250000,-1250000,12,NA,NA,NA,NA
"1699",4350000,-1250000,12,NA,NA,NA,NA
"1700",4450000,-1250000,12,NA,NA,NA,NA
"1701",4550000,-1250000,12,NA,NA,NA,NA
"1702",4650000,-1250000,12,NA,NA,NA,NA
"1703",-3350000,-1350000,3,NA,NA,NA,NA
"1704",-3250000,-1350000,3,NA,NA,NA,NA
"1705",-3150000,-1350000,3,NA,NA,NA,NA
"1706",-3050000,-1350000,3,NA,NA,NA,NA
"1707",-2950000,-1350000,3,NA,NA,NA,NA
"1708",-2850000,-1350000,3,NA,NA,NA,NA
"1709",-2750000,-1350000,3,NA,NA,NA,NA
"1710",-2650000,-1350000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1711",-2550000,-1350000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1712",-2450000,-1350000,3,0.188405797101449,0.407025169125613,0.83887903296348,2.06100039161115
"1713",-2350000,-1350000,3,0.202898550724638,0.407560512969934,0.840072110695075,2.06122056470433
"1714",-2250000,-1350000,3,0.188405797101449,0.394857374091134,0.825005793123311,2.08937668955094
"1715",-2150000,-1350000,3,0.217391304347826,0.433836489892942,0.844296681151707,1.94611726035322
"1716",-2050000,-1350000,3,0.246376811594203,0.435273389006149,0.848487684519367,1.94932129082529
"1717",-1950000,-1350000,3,0.27536231884058,0.500330676334672,0.894133258402613,1.78708462361905
"1718",-1850000,-1350000,3,0.318840579710145,0.533541613060843,0.89819115985505,1.68345099588816
"1719",-1750000,-1350000,3,0.347826086956522,0.539166001635642,0.904615782292356,1.67780568423837
"1720",-1650000,-1350000,3,0.318840579710145,0.492321179124753,0.891785982100008,1.81139065291772
"1721",-950000,-1350000,NA,0.101449275362319,0.291771841170509,0.775506157540915,2.65791981306283
"1722",1750000,-1350000,3,0.246376811594203,0.462526112717387,0.917443181172706,1.98354894123196
"1723",1850000,-1350000,3,0.246376811594203,0.470414796673862,0.921496224641347,1.95890144433578
"1724",1950000,-1350000,3,0.246376811594203,0.469525592433152,0.921496224641347,1.96261128145543
"1725",2050000,-1350000,12,0.246376811594203,0.490314954600178,0.925954579210114,1.88848936897137
"1726",2150000,-1350000,12,0.246376811594203,0.552515759156762,0.903476994745009,1.63520583761063
"1727",2250000,-1350000,12,0.217391304347826,0.531857394779687,0.899550885432671,1.69133849460774
"1728",2350000,-1350000,12,0.231884057971014,0.549782811630647,0.900345114807706,1.637637801257
"1729",2450000,-1350000,12,0.260869565217391,0.577248461381814,0.936471535993117,1.62230235096928
"1730",2550000,-1350000,12,0.260869565217391,0.600048268202844,0.937579402247863,1.56250663810085
"1731",2650000,-1350000,12,0.260869565217391,0.600048268202844,0.937579402247863,1.56250663810085
"1732",2750000,-1350000,12,0.246376811594203,0.582685473183066,0.899183224734373,1.54317082906213
"1733",2850000,-1350000,12,0.217391304347826,0.546050204977587,0.843334844203549,1.54442730085261
"1734",2950000,-1350000,12,0.231884057971014,0.618324404312569,0.875367828650598,1.41570965426118
"1735",3050000,-1350000,12,0.231884057971014,0.618324404312569,0.875367828650598,1.41570965426118
"1736",3150000,-1350000,12,NA,NA,NA,NA
"1737",3250000,-1350000,12,NA,NA,NA,NA
"1738",3350000,-1350000,12,NA,NA,NA,NA
"1739",3450000,-1350000,12,NA,NA,NA,NA
"1740",3550000,-1350000,12,NA,NA,NA,NA
"1741",3650000,-1350000,12,NA,NA,NA,NA
"1742",3750000,-1350000,12,NA,NA,NA,NA
"1743",3850000,-1350000,12,NA,NA,NA,NA
"1744",3950000,-1350000,12,NA,NA,NA,NA
"1745",4050000,-1350000,12,NA,NA,NA,NA
"1746",4150000,-1350000,12,NA,NA,NA,NA
"1747",4250000,-1350000,12,NA,NA,NA,NA
"1748",4350000,-1350000,12,NA,NA,NA,NA
"1749",4450000,-1350000,12,NA,NA,NA,NA
"1750",4550000,-1350000,12,NA,NA,NA,NA
"1751",4650000,-1350000,12,NA,NA,NA,NA
"1752",-3350000,-1450000,3,NA,NA,NA,NA
"1753",-3250000,-1450000,3,NA,NA,NA,NA
"1754",-3150000,-1450000,3,NA,NA,NA,NA
"1755",-3050000,-1450000,3,NA,NA,NA,NA
"1756",-2950000,-1450000,3,NA,NA,NA,NA
"1757",-2850000,-1450000,3,NA,NA,NA,NA
"1758",-2750000,-1450000,3,NA,NA,NA,NA
"1759",-2650000,-1450000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1760",-2550000,-1450000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1761",-2450000,-1450000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1762",-2350000,-1450000,3,0.202898550724638,0.407560512969934,0.840072110695075,2.06122056470433
"1763",-2250000,-1450000,3,0.217391304347826,0.443545448139684,0.840672196723374,1.89534623847301
"1764",-2150000,-1450000,3,0.246376811594203,0.462839870327911,0.845106879049977,1.82591633355017
"1765",-2050000,-1450000,3,0.246376811594203,0.450137048443913,0.847170379070741,1.88202766690576
"1766",-1950000,-1450000,3,0.260869565217391,0.464014172486764,0.892046632760087,1.9224555749653
"1767",-1850000,-1450000,3,0.27536231884058,0.464346058159723,0.892572273994547,1.92221352654947
"1768",-1750000,-1450000,3,0.27536231884058,0.477158755083169,0.874335405886613,1.83237842033144
"1769",-1650000,-1450000,3,0.318840579710145,0.498383923446131,0.902254030536435,1.81035941989802
"1770",-1550000,-1450000,3,0.289855072463768,0.457928277973784,0.888912284180617,1.94116049813265
"1771",-1150000,-1450000,3,0.202898550724638,0.367183211651412,0.866894133092668,2.36093074406588
"1772",-850000,-1450000,3,0.101449275362319,0.291771841170509,0.775506157540915,2.65791981306283
"1773",1750000,-1450000,3,0.27536231884058,0.48655350325197,0.933897465793399,1.91941371206152
"1774",1850000,-1450000,3,0.289855072463768,0.561223710078766,0.939538824995816,1.67408968673821
"1775",1950000,-1450000,3,0.304347826086957,0.583234916987051,0.946029266639652,1.62203811720802
"1776",2050000,-1450000,12,0.260869565217391,0.564504468427862,0.927373701766372,1.6428102054694
"1777",2150000,-1450000,12,0.260869565217391,0.564504468427862,0.927373701766372,1.6428102054694
"1778",2250000,-1450000,12,0.246376811594203,0.561771520901747,0.924241821829069,1.64522726311489
"1779",2350000,-1450000,12,0.231884057971014,0.551438305307077,0.923722797099622,1.67511539951007
"1780",2450000,-1450000,12,0.246376811594203,0.594077703169719,0.927166483729975,1.56068217807713
"1781",2550000,-1450000,12,0.246376811594203,0.594077703169719,0.927166483729975,1.56068217807713
"1782",2650000,-1450000,12,0.246376811594203,0.596246603549885,0.89043414622194,1.49339910855767
"1783",2750000,-1450000,12,0.246376811594203,0.613016854917223,0.89043414622194,1.45254431273701
"1784",2850000,-1450000,12,0.260869565217391,0.640050995888329,0.891057221938653,1.39216597999656
"1785",2950000,-1450000,12,0.246376811594203,0.627882960151444,0.89043414622194,1.41815306790165
"1786",3050000,-1450000,12,0.231884057971014,0.618324404312569,0.875367828650598,1.41570965426118
"1787",3150000,-1450000,12,NA,NA,NA,NA
"1788",3250000,-1450000,12,NA,NA,NA,NA
"1789",3350000,-1450000,12,NA,NA,NA,NA
"1790",3450000,-1450000,12,NA,NA,NA,NA
"1791",3550000,-1450000,12,NA,NA,NA,NA
"1792",3650000,-1450000,12,NA,NA,NA,NA
"1793",3750000,-1450000,12,NA,NA,NA,NA
"1794",3850000,-1450000,12,NA,NA,NA,NA
"1795",3950000,-1450000,12,NA,NA,NA,NA
"1796",4050000,-1450000,12,NA,NA,NA,NA
"1797",4150000,-1450000,12,NA,NA,NA,NA
"1798",4250000,-1450000,12,NA,NA,NA,NA
"1799",4350000,-1450000,12,NA,NA,NA,NA
"1800",4450000,-1450000,12,NA,NA,NA,NA
"1801",4550000,-1450000,12,NA,NA,NA,NA
"1802",4650000,-1450000,12,NA,NA,NA,NA
"1803",-3350000,-1550000,3,NA,NA,NA,NA
"1804",-3250000,-1550000,3,NA,NA,NA,NA
"1805",-3150000,-1550000,3,NA,NA,NA,NA
"1806",-3050000,-1550000,3,NA,NA,NA,NA
"1807",-2950000,-1550000,3,NA,NA,NA,NA
"1808",-2850000,-1550000,3,NA,NA,NA,NA
"1809",-2750000,-1550000,3,NA,NA,NA,NA
"1810",-2650000,-1550000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1811",-2550000,-1550000,3,0.188405797101449,0.440841177357259,0.839184945303073,1.90359927430961
"1812",-2450000,-1550000,3,0.202898550724638,0.44137652120158,0.840378023034667,1.90399349006346
