"x" "y" "Species.richness" "Species.richness.1" "Phylogenetic.diversity" "Functional.diversity" "Functional.Phylognetic.diversity" "Phylogenetic.diversity_es" "Functional.diversity_es" "Functional.Phylogenetic.diversity_es" "Phylogenetic.diversity_rand" "Functional.diversity_rand" "Functional.Phylogenetic.diversity_rand" "Regions" "AvianPredators" "MammalianPredators" "TotalPredators" "HerbivorePredators" "NDVI" "WinterMinTemp" "TempRange" "DistanceToCoast" "HabitatType" "HabitatHet" "IceFreeHistory" "CurrentIce" "TopographicHet" "ArcticZone" "HerbivorePredators_R"
"1" 750000 2750000 -1.70432950056467 -1.70432950056467 -2.03136457359361 -1.71123146014262 2.86213563963059 -1.18370921664713 -0.555354544746826 1.14848707655821 -1.09203269729591 -1.24567171409322 0.778566685680111 NA -1.63115736973259 -3.01800716301914 -2.54453485224138 -2.83184736057578 -2.04983352119817 3.14126835044315 -3.2349989572187 -0.920039197490118 1.84043932059244 -0.0489568498874288 -0.803897346319599 NA 3.22052214326904 NA -1.98384563756506
"2" 850000 2750000 -1.70432950056467 -1.70432950056467 -2.03136457359361 -1.71123146014262 2.86213563963059 -1.18370921664713 -0.555354544746826 1.14848707655821 -1.09203269729591 -1.24567171409322 0.778566685680111 0.126024662137763 -0.771651094683291 -2.61825408395611 -1.77596913554991 -1.77580192343183 -2.09156247472238 3.17567896070085 -3.18622568802226 -0.874161090880485 2.08584292424368 -0.0489568498874288 -0.803897346319599 NA 3.87967169457162 0.68962361226417 -0.17979576474429
"3" 950000 2750000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 -1.05815318636639 -2.61825408395611 -1.96811056472278 -1.95180949628915 -1.36460256693308 3.41391020108388 -3.29485515895471 -0.875956667163028 2.08584292424368 -0.0489568498874288 -0.803897346319599 NA 1.89972676131126 0.68962361226417 -1.43098828621916
"4" 650000 2650000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 -0.771651094683291 -2.61825408395611 -1.77596913554991 -1.77580192343183 -1.19337674374428 3.19857148360822 -3.25063312468668 -0.935512689638528 1.84043932059244 -0.0489568498874288 -0.743554633948142 NA 1.4239775173132 0.68962361226417 -1.36553919208371
"5" 750000 2650000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 -1.05815318636639 -2.61825408395611 -1.96811056472278 -1.95180949628915 -1.27062924588954 2.97641197447502 -3.13859945480787 -0.753783548809898 0.368017698684993 -0.0489568498874288 -0.743554633948142 NA 0.491276086363483 0.68962361226417 -1.55504753580364
"6" 850000 2650000 -2.13553611441583 -2.13553611441583 -2.08629279292136 -1.815510923658 2.95912344757596 -0.41494675272754 0.205076868921387 0.638420192205581 -0.678217813480888 -0.156765624011106 0.778566685680111 0.126024662137763 -1.63115736973259 -2.61825408395611 -2.35239342306851 -2.12781706914648 -2.25062449447388 2.81468670259213 -3.02053474137715 -0.632077384209417 2.08584292424368 -0.927041888252982 -0.803897346319599 NA 1.84187828077115 0.68962361226417 -0.552796490290328
"7" 950000 2650000 -2.13553611441583 -2.13553611441583 -2.08629279292136 -1.815510923658 2.95912344757596 -0.41494675272754 0.205076868921387 0.638420192205581 -0.678217813480888 -0.156765624011106 0.778566685680111 0.126024662137763 -1.63115736973259 -2.61825408395611 -2.35239342306851 -2.12781706914648 -1.30514460524937 3.09932979740627 -3.1440083506233 -0.693010753300815 0.368017698684993 -0.0489568498874288 -0.803897346319599 NA 1.53262417411647 0.68962361226417 -1.80097548675325
"8" 1050000 2650000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 0.0878551803660118 -2.61825408395611 -1.19954484803132 -1.42378677771718 -0.548060002333097 3.41645811736088 -3.19733617090378 -0.903601272306805 -0.613596715919973 0.390085669295348 -0.803897346319599 NA 0.630781154534258 0.68962361226417 -1.6344695508724
"9" 750000 2550000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 -0.48514900300019 -2.61825408395611 -1.58382770637705 -1.59979435057451 -0.584289283437054 3.07917543530963 -3.08764748125783 -0.869156171377298 -0.613596715919973 -0.0489568498874288 -0.743554633948142 NA 0.527107926016507 0.68962361226417 -1.87813486128677
"10" 850000 2550000 -1.91993280749025 -1.91993280749025 -2.08062512096108 -1.78263911684195 2.97385882518273 -0.80801344738413 -0.209521993424526 0.907858769526028 -0.899696202001605 -0.833262098580392 0.778566685680111 0.126024662137763 -0.48514900300019 -2.61825408395611 -1.58382770637705 -1.59979435057451 -0.380776199155923 2.94895089172514 -2.95954567469306 -0.868522881716659 2.08584292424368 0.390085669295348 -0.743554633948142 NA 1.95208358150486 0.68962361226417 -2.14680346037612
